person_id,obs_date,fiscal_year,region,alert_complexity,volatility_movement,cell_disposition,restrictive_confinement_days,age_band
P1077,2024-07-09,2025,Toronto,2,2,1,0,25-34
P1077,2024-07-10,2025,Eastern,1,0,1,0,55+
P1077,2024-07-11,2025,Toronto,2,1,0,0,25-34
P1077,2024-07-12,2025,Central,1,5,1,0,25-34
P1078,2024-07-13,2025,Western,3,5,0,0,18-24
P1078,2024-07-14,2025,Central,2,2,0,0,25-34
P1078,2024-07-15,2025,Toronto,3,2,0,0,45-54
P1078,2024-07-16,2025,Western,4,0,0,0,55+
P1078,2024-07-17,2025,Western,2,0,0,0,35-44
P1078,2024-07-18,2025,Western,1,0,0,0,45-54
P1079,2024-07-19,2025,Central,1,1,0,0,25-34
P1079,2024-07-20,2025,Central,1,3,0,0,25-34
P1079,2024-07-21,2025,Eastern,1,1,0,0,18-24
P1079,2024-07-22,2025,Toronto,1,4,0,0,25-34
P1079,2024-07-23,2025,Northern,1,0,0,0,45-54
P1079,2024-07-24,2025,Western,3,1,0,0,18-24
P1080,2024-07-25,2025,Toronto,3,0,0,1,25-34
P1080,2024-07-26,2025,Western,2,3,0,0,45-54
P1080,2024-07-27,2025,Western,3,2,0,1,25-34
P1080,2024-07-28,2025,Eastern,1,0,0,0,18-24
P1080,2024-07-29,2025,Central,1,1,0,0,45-54
P1080,2024-07-30,2025,Eastern,2,3,0,0,45-54
P1081,2024-07-31,2025,Central,1,0,0,0,25-34
P1081,2024-08-01,2025,Central,4,0,0,1,18-24
P1081,2024-08-02,2025,Northern,2,4,0,1,25-34
P1081,2024-08-03,2025,Toronto,2,0,0,0,45-54
P1081,2024-08-04,2025,Eastern,2,0,1,0,35-44
P1081,2024-08-05,2025,Eastern,1,4,0,0,18-24
P1082,2024-08-06,2025,Eastern,1,0,0,0,45-54
P1082,2024-08-07,2025,Central,4,1,0,0,35-44
P1082,2024-08-08,2025,Central,3,0,0,0,25-34
P1082,2024-08-09,2025,Central,1,1,0,0,25-34
P1082,2024-08-10,2025,Western,1,1,0,0,25-34
P1082,2024-08-11,2025,Western,3,4,0,1,35-44
P1083,2024-08-12,2025,Northern,0,1,0,0,18-24
P1083,2024-08-13,2025,Toronto,1,0,0,0,35-44
P1083,2024-08-14,2025,Toronto,1,1,0,0,35-44
P1083,2024-08-15,2025,Central,1,3,0,1,55+
P1083,2024-08-16,2025,Toronto,2,1,0,0,45-54
P1083,2024-08-17,2025,Central,1,4,0,0,35-44
P1084,2024-08-18,2025,Northern,3,2,0,1,25-34
P1084,2024-08-19,2025,Eastern,4,0,0,0,25-34
P1084,2024-08-20,2025,Eastern,1,1,1,1,25-34
P1084,2024-08-21,2025,Western,2,2,0,0,35-44
P1084,2024-08-22,2025,Central,4,1,0,0,25-34
P1084,2024-08-23,2025,Toronto,4,2,0,0,25-34
P1085,2024-08-24,2025,Western,3,1,0,0,25-34
P1085,2024-08-25,2025,Toronto,3,0,0,0,35-44
P1085,2024-08-26,2025,Central,3,2,0,0,25-34
P1085,2024-08-27,2025,Eastern,4,1,0,0,35-44
P1085,2024-08-28,2025,Northern,4,0,0,0,55+
P1085,2024-08-29,2025,Toronto,2,1,0,1,25-34
P1086,2024-08-30,2025,Toronto,1,1,0,1,55+
P1086,2024-08-31,2025,Eastern,0,2,1,0,25-34
P1086,2024-09-01,2025,Toronto,3,1,1,0,25-34
P1086,2024-09-02,2025,Western,2,2,0,1,55+
P1086,2024-09-03,2025,Central,3,0,0,0,35-44
P1086,2024-09-04,2025,Western,2,1,0,0,25-34
P1087,2024-09-05,2025,Western,3,1,0,1,45-54
P1087,2024-09-06,2025,Western,2,0,0,0,25-34
P1087,2024-09-07,2025,Eastern,3,2,0,0,18-24
P1087,2024-09-08,2025,Central,3,1,0,0,25-34
P1087,2024-09-09,2025,Central,2,3,0,0,18-24
P1087,2024-09-10,2025,Central,0,1,0,0,25-34
P1088,2024-09-11,2025,Central,2,1,0,1,35-44
P1088,2024-09-12,2025,Central,1,2,0,0,25-34
P1088,2024-09-13,2025,Central,1,0,0,0,18-24
P1088,2024-09-14,2025,Western,1,0,1,0,25-34
P1088,2024-09-15,2025,Eastern,2,3,0,1,25-34
P1088,2024-09-16,2025,Toronto,1,1,0,1,35-44
P1089,2024-09-17,2025,Toronto,1,0,0,1,35-44
P1089,2024-09-18,2025,Eastern,3,0,0,0,25-34
P1089,2024-09-19,2025,Western,1,2,0,0,25-34
P1089,2024-09-20,2025,Northern,4,0,0,0,25-34
P1089,2024-09-21,2025,Eastern,2,0,1,0,35-44
P1089,2024-09-22,2025,Central,2,0,0,0,25-34
P1090,2024-09-23,2025,Toronto,3,0,0,0,18-24
P1090,2024-09-24,2025,Western,3,0,0,0,55+
P1090,2024-09-25,2025,Western,3,2,0,1,45-54
P1090,2024-09-26,2025,Northern,1,3,0,1,35-44
P1090,2024-09-27,2025,Eastern,1,4,0,0,55+
P1090,2024-09-28,2025,Central,2,0,0,0,18-24
P1091,2024-09-29,2025,Western,1,1,0,1,45-54
P1091,2024-09-30,2025,Central,4,1,0,0,45-54
P1091,2024-10-01,2025,Central,1,0,0,1,35-44
P1091,2024-10-02,2025,Eastern,1,0,0,0,18-24
P1091,2024-10-03,2025,Toronto,1,0,0,0,55+
P1091,2024-10-04,2025,Toronto,4,0,1,0,25-34
P1092,2024-10-05,2025,Western,1,1,0,1,25-34
P1092,2024-10-06,2025,Northern,2,1,1,0,25-34
P1092,2024-10-07,2025,Toronto,2,0,0,0,25-34
P1092,2024-10-08,2025,Toronto,1,1,0,0,25-34
P1092,2024-10-09,2025,Western,1,1,0,1,45-54
P1092,2024-10-10,2025,Central,1,1,0,1,25-34
P1093,2024-10-11,2025,Toronto,1,1,0,1,25-34
P1093,2024-10-12,2025,Central,3,1,0,0,25-34
P1093,2024-10-13,2025,Toronto,1,3,1,0,25-34
P1093,2024-10-14,2025,Eastern,1,1,0,0,25-34
P1093,2024-10-15,2025,Western,2,0,0,1,25-34
P1093,2024-10-16,2025,Western,4,1,0,0,25-34
P1094,2024-10-17,2025,Toronto,1,3,0,0,25-34
P1094,2024-10-18,2025,Western,2,0,0,0,55+
P1094,2024-10-19,2025,Eastern,2,3,0,0,35-44
P1094,2024-10-20,2025,Toronto,1,4,0,0,35-44
P1094,2024-10-21,2025,Central,1,0,0,1,35-44
P1094,2024-10-22,2025,Central,1,1,0,1,25-34
P1095,2024-10-23,2025,Central,3,5,0,1,35-44
P1095,2024-10-24,2025,Toronto,1,2,0,0,45-54
P1095,2024-10-25,2025,Western,1,3,0,0,55+
P1095,2024-10-26,2025,Toronto,1,0,0,1,25-34
P1095,2024-10-27,2025,Eastern,1,1,0,1,55+
P1095,2024-10-28,2025,Toronto,2,1,0,1,18-24
P1096,2024-10-29,2025,Central,1,1,1,0,45-54
P1096,2024-10-30,2025,Western,1,0,0,0,35-44
P1096,2024-10-31,2025,Toronto,2,0,0,0,45-54
P1096,2024-11-01,2025,Eastern,2,0,0,0,25-34
P1096,2024-11-02,2025,Central,1,3,0,1,25-34
P1096,2024-11-03,2025,Eastern,1,2,0,0,25-34
P1097,2024-11-04,2025,Northern,4,0,0,0,35-44
P1097,2024-11-05,2025,Central,2,0,0,0,25-34
P1097,2024-11-06,2025,Toronto,1,0,0,0,25-34
P1097,2024-11-07,2025,Northern,1,1,0,0,55+
P1097,2024-11-08,2025,Toronto,1,1,0,0,25-34
P1097,2024-11-09,2025,Central,2,1,1,0,18-24
P1098,2024-11-10,2025,Toronto,1,1,0,0,45-54
P1098,2024-11-11,2025,Toronto,0,0,0,1,25-34
P1098,2024-11-12,2025,Western,1,0,0,0,55+
P1098,2024-11-13,2025,Eastern,1,1,0,0,35-44
P1098,2024-11-14,2025,Central,2,3,0,1,25-34
P1098,2024-11-15,2025,Northern,1,0,1,0,35-44
P1099,2024-11-16,2025,Toronto,2,0,0,1,18-24
P1099,2024-11-17,2025,Western,1,0,0,1,25-34
P1099,2024-11-18,2025,Northern,3,2,0,0,25-34
P1099,2024-11-19,2025,Eastern,3,1,0,0,25-34
P1099,2024-11-20,2025,Central,0,0,0,0,25-34
P1099,2024-11-21,2025,Central,2,1,0,0,35-44
P1100,2024-11-22,2025,Eastern,0,1,0,0,35-44
P1100,2024-11-23,2025,Northern,1,0,0,0,25-34
P1100,2024-11-24,2025,Western,1,2,0,0,18-24
P1100,2024-11-25,2025,Western,4,1,0,0,45-54
P1100,2024-11-26,2025,Western,2,0,0,1,25-34
P1100,2024-11-27,2025,Western,3,2,0,1,35-44
P1101,2024-11-28,2025,Western,1,0,0,0,35-44
P1101,2024-11-29,2025,Central,1,2,0,0,25-34
P1101,2024-11-30,2025,Western,1,5,1,0,55+
P1101,2024-12-01,2025,Toronto,1,1,0,0,25-34
P1101,2024-12-02,2025,Toronto,1,1,0,0,35-44
P1101,2024-12-03,2025,Central,1,0,0,0,35-44
P1102,2024-12-04,2025,Central,2,3,0,0,45-54
P1102,2024-12-05,2025,Northern,4,1,1,0,25-34
P1102,2024-12-06,2025,Toronto,1,1,1,0,25-34
P1102,2024-12-07,2025,Toronto,1,0,0,1,18-24
P1102,2024-12-08,2025,Toronto,1,0,0,0,18-24
P1102,2024-12-09,2025,Toronto,3,2,0,0,45-54
P1103,2024-12-10,2025,Toronto,1,0,0,0,25-34
P1103,2024-12-11,2025,Western,4,1,0,0,25-34
P1103,2024-12-12,2025,Central,1,1,0,0,35-44
P1103,2024-12-13,2025,Northern,1,2,0,0,35-44
P1103,2024-12-14,2025,Central,4,2,0,0,55+
P1103,2024-12-15,2025,Toronto,2,0,0,0,35-44
P1104,2024-12-16,2025,Eastern,0,0,0,0,25-34
P1104,2024-12-17,2025,Eastern,4,1,0,0,25-34
P1104,2024-12-18,2025,Eastern,2,0,0,1,18-24
P1104,2024-12-19,2025,Eastern,1,1,0,0,25-34
P1104,2024-12-20,2025,Toronto,2,1,0,0,35-44
P1104,2024-12-21,2025,Western,1,1,0,0,25-34
P1105,2024-12-22,2025,Toronto,4,2,0,0,55+
P1105,2024-12-23,2025,Toronto,1,0,0,1,35-44
P1105,2024-12-24,2025,Toronto,2,0,0,0,55+
P1105,2024-12-25,2025,Central,1,1,0,0,25-34
P1105,2024-12-26,2025,Central,2,3,1,0,45-54
P1105,2024-12-27,2025,Western,1,4,0,0,35-44
P1106,2024-12-28,2025,Central,1,0,0,0,25-34
P1106,2024-12-29,2025,Toronto,1,0,0,0,18-24
P1106,2024-12-30,2025,Toronto,1,0,1,0,18-24
P1106,2024-12-31,2025,Western,1,0,1,0,45-54
P1106,2025-01-01,2024,Toronto,4,1,0,0,35-44
P1106,2025-01-02,2024,Eastern,2,1,0,1,35-44
P1107,2025-01-03,2024,Central,0,1,1,0,25-34
P1107,2025-01-04,2024,Northern,2,1,1,0,45-54
P1107,2025-01-05,2024,Central,1,0,0,0,55+
P1107,2025-01-06,2024,Eastern,2,0,0,1,55+
P1107,2025-01-07,2024,Northern,1,0,0,0,35-44
P1107,2025-01-08,2024,Northern,2,1,0,1,25-34
P1108,2025-01-09,2024,Western,2,0,0,0,25-34
P1108,2025-01-10,2024,Northern,4,0,0,1,18-24
P1108,2025-01-11,2024,Toronto,4,2,0,0,45-54
P1108,2025-01-12,2024,Central,0,0,0,0,25-34
P1108,2025-01-13,2024,Western,1,1,0,0,35-44
P1108,2025-01-14,2024,Eastern,4,1,0,0,25-34
P1109,2025-01-15,2024,Northern,3,1,1,1,45-54
P1109,2025-01-16,2024,Eastern,2,0,0,1,25-34
P1109,2025-01-17,2024,Eastern,3,0,0,0,35-44
P1109,2025-01-18,2024,Central,3,0,1,0,35-44
P1109,2025-01-19,2024,Central,1,4,0,0,18-24
P1109,2025-01-20,2024,Northern,1,3,1,1,25-34
P1110,2025-01-21,2024,Central,1,2,0,0,25-34
P1110,2025-01-22,2024,Eastern,3,0,0,0,55+
P1110,2025-01-23,2024,Western,0,0,1,0,45-54
P1110,2025-01-24,2024,Eastern,1,2,0,1,18-24
P1110,2025-01-25,2024,Toronto,3,1,0,0,25-34
P1110,2025-01-26,2024,Central,3,2,1,1,18-24
P1111,2025-01-27,2024,Toronto,1,3,0,0,35-44
P1111,2025-01-28,2024,Northern,2,1,0,0,55+
P1111,2025-01-29,2024,Central,1,2,1,0,25-34
P1111,2025-01-30,2024,Western,2,0,1,1,55+
P1111,2025-01-31,2024,Toronto,4,5,0,0,35-44
P1111,2025-02-01,2024,Central,1,1,0,1,18-24
P1112,2025-02-02,2024,Western,0,3,0,0,55+
P1112,2025-02-03,2024,Toronto,2,2,0,0,45-54
P1112,2025-02-04,2024,Central,1,0,0,0,18-24
P1112,2025-02-05,2024,Northern,1,0,0,0,25-34
P1112,2025-02-06,2024,Central,2,0,0,1,25-34
P1112,2025-02-07,2024,Central,1,0,0,0,18-24
P1113,2025-02-08,2024,Western,1,1,1,0,45-54
P1113,2025-02-09,2024,Eastern,1,0,0,0,35-44
P1113,2025-02-10,2024,Toronto,1,0,0,0,25-34
P1113,2025-02-11,2024,Northern,1,0,0,1,18-24
P1113,2025-02-12,2024,Toronto,1,0,0,0,25-34
P1113,2025-02-13,2024,Central,2,0,0,0,55+
P1114,2025-02-14,2024,Toronto,2,0,1,0,35-44
P1114,2025-02-15,2024,Central,2,1,0,0,35-44
P1114,2025-02-16,2024,Western,3,0,0,0,18-24
P1114,2025-02-17,2024,Central,2,0,0,0,25-34
P1114,2025-02-18,2024,Western,1,3,0,0,55+
P1114,2025-02-19,2024,Toronto,2,3,0,0,35-44
P1115,2025-02-20,2024,Central,1,2,0,0,55+
P1115,2025-02-21,2024,Eastern,1,1,0,0,25-34
P1115,2025-02-22,2024,Northern,1,4,1,0,18-24
P1115,2025-02-23,2024,Eastern,4,1,0,1,25-34
P1115,2025-02-24,2024,Toronto,3,1,0,0,45-54
P1115,2025-02-25,2024,Western,0,5,0,1,18-24
P1116,2025-02-26,2024,Northern,4,0,1,0,18-24
P1116,2025-02-27,2024,Western,1,2,0,0,25-34
P1116,2025-02-28,2024,Eastern,2,1,0,0,18-24
P1116,2025-03-01,2024,Central,2,4,0,1,25-34
P1116,2025-03-02,2024,Central,3,2,0,0,25-34
P1116,2025-03-03,2024,Central,1,1,0,0,25-34
P1117,2025-03-04,2024,Toronto,1,2,0,0,25-34
P1117,2025-03-05,2024,Western,2,0,0,0,18-24
P1117,2025-03-06,2024,Toronto,2,1,0,0,18-24
P1117,2025-03-07,2024,Eastern,1,1,0,0,25-34
P1117,2025-03-08,2024,Toronto,1,1,0,1,35-44
P1117,2025-03-09,2024,Western,4,2,0,0,18-24
P1118,2025-03-10,2024,Western,2,0,0,0,18-24
P1118,2025-03-11,2024,Central,2,2,0,0,18-24
P1118,2025-03-12,2024,Toronto,3,1,0,0,25-34
P1118,2025-03-13,2024,Central,2,4,0,0,35-44
P1118,2025-03-14,2024,Eastern,1,1,0,0,25-34
P1118,2025-03-15,2024,Toronto,1,2,0,0,18-24
P1119,2025-03-16,2024,Northern,4,1,0,0,35-44
P1119,2025-03-17,2024,Eastern,3,4,0,0,18-24
P1119,2025-03-18,2024,Central,1,0,0,0,25-34
P1119,2025-03-19,2024,Toronto,2,0,0,0,35-44
P1119,2025-03-20,2024,Toronto,4,2,0,1,45-54
P1119,2025-03-21,2024,Eastern,1,1,1,0,35-44
P1120,2025-03-22,2024,Toronto,2,4,0,0,45-54
P1120,2025-03-23,2024,Toronto,0,1,0,0,35-44
P1120,2025-03-24,2024,Western,2,2,0,0,45-54
P1120,2025-03-25,2024,Northern,2,0,0,0,18-24
P1120,2025-03-26,2024,Toronto,2,4,0,0,18-24
P1120,2025-03-27,2024,Western,1,1,0,0,18-24
P1121,2025-03-28,2024,Western,1,3,0,0,25-34
P1121,2025-03-29,2024,Central,2,1,0,0,18-24
P1121,2025-03-30,2024,Toronto,1,1,0,0,35-44
P1121,2025-03-31,2024,Central,0,4,0,0,35-44
P1121,2024-04-01,2025,Toronto,1,0,0,1,18-24
P1121,2024-04-02,2025,Western,1,1,0,0,18-24
P1122,2024-04-03,2025,Central,1,2,0,0,18-24
P1122,2024-04-04,2025,Central,2,1,0,0,18-24
P1122,2024-04-05,2025,Toronto,2,1,0,0,45-54
P1122,2024-04-06,2025,Central,1,1,0,1,35-44
P1122,2024-04-07,2025,Central,3,0,0,1,25-34
P1122,2024-04-08,2025,Toronto,3,4,1,1,25-34
P1123,2024-04-09,2025,Toronto,3,0,1,0,35-44
P1123,2024-04-10,2025,Eastern,1,0,0,0,18-24
P1123,2024-04-11,2025,Toronto,2,0,0,0,35-44
P1123,2024-04-12,2025,Western,2,0,0,0,55+
P1123,2024-04-13,2025,Eastern,2,0,0,0,18-24
P1123,2024-04-14,2025,Eastern,2,4,1,0,25-34
P1124,2024-04-15,2025,Eastern,2,0,0,0,45-54
P1124,2024-04-16,2025,Toronto,2,2,0,0,45-54
P1124,2024-04-17,2025,Toronto,2,0,1,0,45-54
P1124,2024-04-18,2025,Western,4,2,0,0,18-24
P1124,2024-04-19,2025,Toronto,2,0,0,0,45-54
P1124,2024-04-20,2025,Toronto,2,0,1,0,25-34
P1125,2024-04-21,2025,Eastern,1,0,0,1,35-44
P1125,2024-04-22,2025,Central,2,3,1,0,35-44
P1125,2024-04-23,2025,Central,1,1,0,1,25-34
P1125,2024-04-24,2025,Western,4,0,0,0,18-24
P1125,2024-04-25,2025,Western,1,0,0,1,18-24
P1125,2024-04-26,2025,Toronto,1,0,0,0,35-44
P1126,2024-04-27,2025,Central,1,1,0,1,45-54
P1126,2024-04-28,2025,Western,1,5,0,1,55+
P1126,2024-04-29,2025,Central,0,1,0,0,45-54
P1126,2024-04-30,2025,Central,3,0,0,0,18-24
P1126,2024-05-01,2025,Central,1,5,0,0,35-44
P1126,2024-05-02,2025,Toronto,2,1,0,0,35-44
P1127,2024-05-03,2025,Central,1,1,0,1,18-24
P1127,2024-05-04,2025,Western,1,0,0,1,25-34
P1127,2024-05-05,2025,Toronto,4,4,0,0,18-24
P1127,2024-05-06,2025,Western,4,2,0,0,35-44
P1127,2024-05-07,2025,Eastern,1,3,0,0,35-44
P1127,2024-05-08,2025,Western,3,1,0,0,35-44
P1128,2024-05-09,2025,Western,1,5,0,0,45-54
P1128,2024-05-10,2025,Western,0,5,1,0,18-24
P1128,2024-05-11,2025,Eastern,3,0,0,0,25-34
P1128,2024-05-12,2025,Toronto,1,1,1,0,18-24
P1128,2024-05-13,2025,Central,1,1,0,0,35-44
P1128,2024-05-14,2025,Toronto,2,0,0,0,25-34
P1129,2024-05-15,2025,Toronto,1,0,0,0,45-54
P1129,2024-05-16,2025,Eastern,2,0,0,0,25-34
P1129,2024-05-17,2025,Toronto,0,2,0,0,18-24
P1129,2024-05-18,2025,Central,1,0,0,0,18-24
P1129,2024-05-19,2025,Toronto,4,2,0,0,25-34
P1129,2024-05-20,2025,Northern,3,1,0,0,45-54
P1130,2024-05-21,2025,Western,3,0,0,0,45-54
P1130,2024-05-22,2025,Western,2,1,0,0,55+
P1130,2024-05-23,2025,Central,1,3,0,0,25-34
P1130,2024-05-24,2025,Central,2,1,0,0,25-34
P1130,2024-05-25,2025,Western,4,4,0,0,25-34
P1130,2024-05-26,2025,Central,2,0,0,0,35-44
P1131,2024-05-27,2025,Northern,1,0,0,0,35-44
P1131,2024-05-28,2025,Toronto,3,1,0,1,45-54
P1131,2024-05-29,2025,Eastern,2,0,0,0,25-34
P1131,2024-05-30,2025,Western,4,0,0,0,18-24
P1131,2024-05-31,2025,Toronto,1,0,0,0,35-44
P1131,2024-06-01,2025,Western,2,3,0,0,45-54
P1132,2024-06-02,2025,Central,1,2,0,0,25-34
P1132,2024-06-03,2025,Toronto,1,1,0,1,25-34
P1132,2024-06-04,2025,Eastern,1,2,0,0,45-54
P1132,2024-06-05,2025,Northern,3,1,0,0,25-34
P1132,2024-06-06,2025,Central,0,3,1,0,18-24
P1132,2024-06-07,2025,Central,3,2,0,0,18-24
P1133,2024-06-08,2025,Northern,2,2,0,0,45-54
P1133,2024-06-09,2025,Central,4,0,0,1,45-54
