weight,alcohol_past12m,heavy_drinking_30d,ebac_tot,ebac_legal,cannabis_any_use,age_group,gender,province_region,mental_health,physical_health
780.34,1,1,0.1191,0.08,0,25-44,male,Ontario,2,4
861.51,1,0,0.1123,0.0781,0,25-44,female,Quebec,1,4
953.49,1,0,0.0358,0.0368,0,15-24,female,Ontario,4,4
760.64,1,0,0.0233,0.0203,1,65+,female,Ontario,3,4
1222.31,0,0,0.0,0.0,1,65+,female,Ontario,3,5
719.36,1,0,0.0467,0.0495,0,65+,female,Quebec,2,3
825.99,0,0,0.0,0.0,1,15-24,male,BC,1,4
827.08,1,1,0.0133,0.0134,0,65+,female,Prairies,4,3
899.29,1,0,0.1231,0.0799,0,25-44,other,BC,4,5
869.32,1,0,0.1361,0.08,0,25-44,female,Ontario,2,5
595.42,1,0,0.1426,0.0762,0,25-44,female,Prairies,2,4
811.17,1,0,0.022,0.0194,1,45-64,male,Quebec,4,5
1057.32,1,0,0.1405,0.0776,0,25-44,male,Atlantic,3,4
669.55,1,0,0.1156,0.08,0,15-24,female,Atlantic,4,5
788.11,0,0,0.0,0.0,0,25-44,female,Ontario,3,4
424.72,0,0,0.0,0.0,0,25-44,female,Ontario,3,5
1075.34,0,0,0.0,0.0,0,45-64,male,Quebec,5,2
925.49,1,0,0.1004,0.0795,1,65+,male,Quebec,3,5
811.3,1,0,0.0039,0.007,0,25-44,male,Ontario,5,1
918.3,1,1,0.0316,0.0271,1,65+,female,Ontario,5,3
905.89,1,0,0.0448,0.0464,0,65+,female,Prairies,3,4
599.83,0,0,0.0,0.0,0,25-44,male,Prairies,3,4
837.92,0,0,0.0,0.0,0,45-64,male,Ontario,1,3
646.56,0,0,0.0,0.0,0,65+,female,Quebec,4,5
853.66,1,0,0.1217,0.08,1,15-24,female,BC,3,4
929.05,0,0,0.0,0.0,0,65+,female,Atlantic,4,3
483.85,1,1,0.0177,0.0173,1,45-64,male,Prairies,5,4
890.15,1,0,0.0655,0.0652,1,45-64,male,Ontario,5,4
763.98,1,0,0.0509,0.051,0,15-24,other,Quebec,4,3
1131.94,1,0,0.0088,0.0071,0,45-64,male,Ontario,4,5
676.89,1,0,0.1788,0.0787,0,65+,female,Ontario,4,4
540.07,1,0,0.0763,0.077,1,15-24,female,Atlantic,4,3
803.85,1,0,0.1497,0.08,1,25-44,female,Ontario,3,2
928.53,0,0,0.0,0.0,0,65+,male,Atlantic,5,2
1014.19,1,1,0.1445,0.08,0,25-44,male,Ontario,4,4
1043.82,1,1,0.1433,0.0779,0,25-44,male,Quebec,4,1
492.22,1,0,0.1788,0.08,0,25-44,male,Quebec,3,4
789.62,1,0,0.0094,0.0077,1,15-24,male,Ontario,5,3
436.02,1,0,0.0853,0.0786,0,25-44,female,Ontario,3,4
702.0,1,0,0.0623,0.0583,1,25-44,male,Atlantic,4,3
760.45,0,0,0.0,0.0,0,45-64,female,Ontario,5,5
543.44,1,0,0.1575,0.08,0,25-44,female,Prairies,5,4
949.69,0,0,0.0,0.0,0,65+,female,Ontario,5,5
953.73,1,0,0.0455,0.0491,0,45-64,male,Ontario,4,2
740.89,1,0,0.0909,0.0773,0,15-24,male,Ontario,3,4
976.51,1,0,0.0313,0.0309,0,25-44,female,Prairies,2,3
737.59,1,0,0.0745,0.0741,0,25-44,female,Prairies,3,4
803.05,1,0,0.125,0.0757,0,65+,male,Quebec,4,3
476.77,1,1,0.0049,0.0049,0,25-44,female,Atlantic,5,1
761.89,1,1,0.0451,0.0467,0,45-64,female,Ontario,5,4
683.22,1,0,0.1064,0.0768,1,25-44,female,Ontario,3,4
809.92,1,1,0.1421,0.0761,0,45-64,male,Quebec,2,5
1057.26,1,0,0.1784,0.0764,1,45-64,male,Prairies,5,5
695.26,1,0,0.0574,0.0588,0,45-64,female,Quebec,5,4
729.15,1,0,0.0005,0.0011,0,45-64,male,Quebec,3,5
878.89,1,1,0.0506,0.0486,1,65+,male,BC,4,4
660.01,1,1,0.1426,0.08,1,45-64,male,Ontario,1,5
415.3,1,0,0.045,0.0426,0,65+,female,Quebec,2,4
928.89,1,0,0.1188,0.08,0,45-64,male,Ontario,4,4
629.88,1,0,0.1368,0.08,0,45-64,female,Ontario,3,3
973.38,1,1,0.1347,0.08,0,25-44,female,Quebec,5,5
491.13,0,0,0.0,0.0,0,45-64,male,Quebec,5,5
967.21,1,0,0.1236,0.0764,0,25-44,female,Ontario,5,4
776.01,1,0,0.0341,0.0307,0,25-44,male,Ontario,5,5
650.41,1,0,0.1723,0.0759,0,25-44,female,Ontario,1,5
461.72,1,0,0.0878,0.0789,0,25-44,female,BC,4,4
720.65,1,0,0.1376,0.0757,0,65+,male,Prairies,4,5
920.5,1,0,0.1141,0.08,0,65+,other,Prairies,2,4
773.97,0,0,0.0,0.0,0,25-44,male,Quebec,4,5
746.6,0,0,0.0,0.0,0,65+,male,Ontario,4,4
1016.04,1,0,0.0927,0.08,0,25-44,male,Ontario,5,3
896.78,1,0,0.1765,0.08,1,25-44,female,Prairies,2,1
711.22,1,0,0.0026,0.0,0,45-64,female,Ontario,2,4
754.88,1,0,0.146,0.08,0,45-64,female,Quebec,3,4
1085.06,1,0,0.1345,0.0788,1,25-44,male,Quebec,4,5
681.39,1,1,0.0465,0.0424,0,45-64,female,Ontario,1,1
581.27,1,0,0.0842,0.0775,0,65+,female,BC,5,2
821.84,1,0,0.1684,0.0763,1,15-24,female,Prairies,4,5
643.57,1,0,0.0417,0.0464,0,45-64,male,Prairies,3,3
672.73,0,0,0.0,0.0,0,45-64,female,Quebec,4,3
890.52,0,0,0.0,0.0,0,15-24,female,Ontario,3,5
565.56,1,1,0.0924,0.08,0,45-64,male,Prairies,4,4
585.81,0,0,0.0,0.0,0,65+,female,BC,4,3
527.08,1,0,0.1137,0.0798,0,25-44,male,Ontario,4,5
873.39,1,1,0.0455,0.0435,0,45-64,female,Ontario,4,4
957.04,0,0,0.0,0.0,0,15-24,male,Ontario,2,4
931.0,0,0,0.0,0.0,0,45-64,other,Atlantic,3,4
775.89,1,0,0.0239,0.0217,0,15-24,female,Quebec,3,5
795.89,1,1,0.1574,0.08,0,25-44,male,Ontario,4,5
690.6,1,1,0.0145,0.0138,0,25-44,male,Ontario,5,5
783.92,1,0,0.0501,0.048,0,25-44,female,Ontario,2,4
923.9,0,0,0.0,0.0,0,25-44,male,Prairies,4,4
717.01,1,0,0.0146,0.0111,0,45-64,female,BC,4,4
902.46,1,1,0.1215,0.08,0,45-64,male,Quebec,5,5
783.26,1,0,0.1405,0.08,0,25-44,female,Prairies,4,4
972.21,1,0,0.0937,0.08,0,25-44,female,Quebec,4,5
529.13,1,0,0.118,0.0788,0,25-44,female,Ontario,5,3
377.09,0,0,0.0,0.0,0,65+,male,Ontario,5,4
730.89,1,1,0.1771,0.08,0,15-24,female,Quebec,3,3
707.04,1,0,0.0903,0.08,1,25-44,male,Ontario,3,3
1183.19,1,0,0.0073,0.0038,0,45-64,male,Ontario,2,5
651.34,1,0,0.0393,0.0436,0,25-44,female,Ontario,4,4
585.04,1,0,0.1193,0.08,0,25-44,male,Quebec,5,3
1029.39,1,0,0.1429,0.08,0,25-44,male,Ontario,4,4
875.43,1,0,0.1342,0.08,0,45-64,male,Ontario,3,1
980.99,1,0,0.1144,0.079,0,45-64,female,Ontario,4,4
679.08,0,0,0.0,0.0,0,25-44,female,Quebec,2,4
798.85,1,0,0.0797,0.08,0,45-64,male,Ontario,3,3
734.4,1,0,0.136,0.08,0,45-64,female,Quebec,4,4
972.09,1,0,0.0394,0.0371,0,45-64,female,Quebec,3,3
874.8,1,0,0.0701,0.0663,0,65+,female,BC,1,4
1178.11,1,0,0.1641,0.08,0,45-64,male,BC,4,4
984.27,0,0,0.0,0.0,1,65+,male,Ontario,3,5
829.77,1,1,0.1368,0.08,0,25-44,male,Quebec,2,2
798.98,1,0,0.1737,0.08,0,45-64,female,Ontario,1,4
702.53,1,0,0.1011,0.08,0,15-24,female,Prairies,3,4
632.19,1,0,0.1216,0.08,0,65+,female,BC,5,3
946.16,0,0,0.0,0.0,0,25-44,female,Ontario,5,5
558.4,1,1,0.1085,0.08,1,25-44,female,Ontario,2,3
526.89,1,0,0.0269,0.0292,0,25-44,female,Prairies,2,5
749.28,1,0,0.0438,0.0395,1,45-64,female,BC,4,5
905.33,1,0,0.1696,0.0751,0,25-44,male,Ontario,4,2
434.74,1,0,0.1077,0.08,0,15-24,male,BC,2,5
1086.01,1,0,0.129,0.0772,0,25-44,female,Prairies,4,5
845.11,1,1,0.1495,0.0771,0,25-44,male,Prairies,4,4
832.12,1,0,0.0687,0.0674,1,25-44,male,BC,4,4
895.97,1,0,0.1569,0.08,0,15-24,male,Prairies,1,3
754.31,1,1,0.1779,0.0799,0,45-64,female,BC,1,3
772.56,1,1,0.0451,0.043,0,45-64,male,Prairies,5,2
630.61,1,0,0.0122,0.0131,0,45-64,female,Ontario,4,4
644.86,1,0,0.0793,0.08,0,45-64,male,Ontario,3,4
873.24,1,0,0.0036,0.0,0,45-64,female,Quebec,2,5
748.64,1,0,0.0308,0.0262,0,45-64,female,Quebec,5,4
899.36,1,0,0.0008,0.0043,0,25-44,male,Quebec,4,2
946.54,1,0,0.003,0.0,0,65+,male,Quebec,3,2
706.51,1,0,0.1335,0.0771,1,45-64,female,BC,3,5
1324.55,1,1,0.1411,0.0754,0,45-64,male,Atlantic,4,3
535.59,0,0,0.0,0.0,0,45-64,female,Atlantic,3,4
718.98,1,1,0.0287,0.0251,0,65+,male,Quebec,4,5
1110.85,0,0,0.0,0.0,0,45-64,female,Ontario,5,4
488.51,1,1,0.0061,0.0069,0,45-64,female,Prairies,3,2
610.96,0,0,0.0,0.0,0,45-64,male,BC,4,4
462.67,1,0,0.0797,0.0761,1,65+,male,Ontario,3,3
571.01,1,1,0.1198,0.0753,0,25-44,male,Ontario,3,1
899.8,1,0,0.1683,0.08,0,65+,male,Quebec,3,5
548.93,1,0,0.1327,0.08,0,45-64,male,BC,3,5
921.47,1,1,0.1379,0.0755,0,65+,female,BC,3,5
867.87,1,0,0.1734,0.0776,0,65+,female,BC,3,4
685.02,1,0,0.0226,0.0272,0,45-64,male,Quebec,5,3
857.91,1,1,0.0062,0.0059,1,65+,male,Prairies,5,5
700.1,0,0,0.0,0.0,0,15-24,male,Prairies,2,3
694.46,1,0,0.1027,0.0797,0,65+,female,Prairies,4,3
885.07,1,0,0.0577,0.0626,0,45-64,male,BC,4,4
803.32,1,0,0.1416,0.08,1,25-44,male,Prairies,4,4
903.39,1,0,0.0383,0.0402,1,65+,female,Prairies,4,3
1027.85,1,1,0.1454,0.08,0,25-44,female,Atlantic,5,5
925.37,1,0,0.0044,0.0094,0,15-24,female,BC,4,4
641.83,0,0,0.0,0.0,0,15-24,male,Ontario,4,1
826.84,0,0,0.0,0.0,1,25-44,male,BC,4,5
590.26,1,0,0.0443,0.044,0,25-44,female,Quebec,4,2
973.47,1,0,0.0466,0.0453,1,65+,male,Ontario,5,4
745.52,1,0,0.0359,0.031,0,65+,female,Prairies,3,5
756.21,1,0,0.1359,0.08,0,65+,male,BC,3,3
900.38,1,0,0.1225,0.08,1,65+,male,Ontario,4,4
865.31,0,0,0.0,0.0,0,25-44,female,BC,3,3
580.97,1,0,0.0777,0.08,1,15-24,male,Prairies,4,4
800.84,1,0,0.0874,0.08,0,45-64,female,Prairies,2,5
846.17,0,0,0.0,0.0,0,25-44,female,Ontario,5,4
1011.77,1,0,0.0425,0.0386,0,25-44,male,Prairies,4,3
644.26,1,0,0.0956,0.0756,0,25-44,male,Quebec,5,4
1123.91,1,1,0.0902,0.08,0,25-44,male,Ontario,4,5
1225.97,1,1,0.0804,0.0753,0,25-44,female,BC,4,5
968.3,1,0,0.0355,0.0377,0,45-64,female,Prairies,3,2
846.11,1,0,0.1114,0.08,0,65+,female,Ontario,4,4
564.24,0,0,0.0,0.0,0,65+,female,Atlantic,4,4
915.45,1,1,0.0956,0.08,0,25-44,male,Ontario,3,4
872.39,1,0,0.1066,0.08,1,45-64,female,Prairies,3,4
957.09,1,0,0.0043,0.0028,0,65+,female,Quebec,3,4
1064.84,1,0,0.0193,0.0228,0,45-64,female,Prairies,4,4
802.02,1,0,0.03,0.0297,1,65+,female,BC,3,5
671.42,1,0,0.0208,0.0228,1,65+,male,Ontario,5,4
816.45,1,0,0.0464,0.045,1,45-64,male,Prairies,5,5
409.83,1,0,0.148,0.076,0,25-44,female,Ontario,4,4
519.54,1,0,0.1186,0.08,0,25-44,male,Ontario,2,4
736.39,1,1,0.1509,0.0768,0,25-44,female,Atlantic,3,1
1102.99,1,0,0.1283,0.08,1,25-44,male,Ontario,5,5
865.27,1,0,0.0216,0.0264,0,15-24,female,Ontario,3,3
712.16,1,0,0.0941,0.08,0,65+,other,Quebec,4,5
712.02,1,0,0.0457,0.044,1,25-44,female,Prairies,3,5
715.95,1,0,0.0405,0.036,0,25-44,male,Atlantic,2,4
838.64,1,0,0.0935,0.0794,0,65+,female,Prairies,2,4
616.64,0,0,0.0,0.0,0,65+,male,Ontario,5,4
326.45,1,1,0.0165,0.0115,1,45-64,female,Quebec,5,2
749.21,1,0,0.0727,0.0708,0,45-64,female,Ontario,1,4
835.94,1,0,0.13,0.08,0,65+,male,Quebec,4,4
702.87,1,0,0.0911,0.08,1,45-64,male,Ontario,5,3
558.41,1,0,0.1759,0.08,0,25-44,female,Ontario,4,4
798.22,1,0,0.044,0.0416,0,25-44,male,Prairies,4,3
790.61,1,0,0.1422,0.08,1,65+,female,Ontario,4,3
873.58,1,0,0.0745,0.0788,1,25-44,male,Ontario,4,5
837.77,1,0,0.1734,0.08,1,25-44,other,Ontario,4,3
887.02,1,0,0.0706,0.0749,0,25-44,male,BC,2,2
1116.37,0,0,0.0,0.0,1,45-64,female,Quebec,3,4
571.38,1,0,0.1776,0.08,0,15-24,female,Ontario,3,3
669.85,1,0,0.0064,0.008,1,45-64,male,Quebec,4,3
545.57,1,0,0.0498,0.0511,0,65+,male,Ontario,3,5
834.31,1,0,0.1476,0.0777,1,65+,female,BC,4,4
525.5,1,0,0.0347,0.0381,0,45-64,female,Ontario,3,5
693.49,1,1,0.1071,0.0773,0,25-44,male,BC,4,5
846.64,1,0,0.0237,0.0284,0,65+,male,Quebec,3,3
855.06,1,0,0.1127,0.08,0,45-64,female,Quebec,2,4
963.85,1,0,0.1026,0.08,0,65+,male,Prairies,5,3
780.8,1,1,0.0552,0.0527,0,25-44,male,Quebec,3,2
846.77,1,0,0.1047,0.0774,0,45-64,male,Prairies,4,4
952.24,0,0,0.0,0.0,0,45-64,female,Quebec,3,2
845.99,1,0,0.06,0.0589,0,25-44,male,Ontario,5,4
752.8,1,0,0.0862,0.08,1,45-64,male,Ontario,3,4
626.4,1,1,0.0666,0.0656,0,45-64,male,Ontario,4,3
903.7,1,0,0.1559,0.08,1,25-44,male,Atlantic,5,5
329.79,1,0,0.0165,0.0146,0,45-64,female,Atlantic,5,4
694.8,0,0,0.0,0.0,0,25-44,male,Prairies,4,4
688.07,1,0,0.0542,0.0567,1,65+,male,Ontario,3,4
666.82,1,0,0.0969,0.08,1,25-44,female,Ontario,4,5
803.67,1,0,0.0081,0.0054,0,15-24,male,Ontario,5,3
830.79,1,0,0.0797,0.075,1,15-24,female,BC,4,4
700.43,1,0,0.1132,0.08,0,25-44,female,Quebec,5,3
879.2,0,0,0.0,0.0,0,65+,female,Prairies,5,5
971.14,1,1,0.108,0.08,0,25-44,female,Quebec,2,3
648.21,1,0,0.0502,0.0477,1,45-64,male,Ontario,3,5
675.39,0,0,0.0,0.0,0,25-44,female,Ontario,4,4
1195.69,0,0,0.0,0.0,0,25-44,male,Quebec,2,4
853.57,1,1,0.0241,0.0289,0,25-44,female,Ontario,4,3
276.91,1,0,0.1098,0.0751,0,45-64,male,BC,2,5
821.43,1,0,0.0629,0.0648,0,45-64,female,Prairies,3,4
914.98,1,1,0.0253,0.0214,0,15-24,female,Ontario,4,3
1146.55,1,1,0.0328,0.029,0,25-44,female,Ontario,3,4
872.84,1,1,0.0527,0.0514,0,25-44,male,Ontario,5,4
605.82,1,1,0.0961,0.08,0,25-44,female,Prairies,4,5
624.17,1,0,0.1574,0.08,0,45-64,female,Prairies,3,2
1254.86,1,0,0.123,0.08,0,25-44,male,Atlantic,2,4
914.98,1,0,0.0843,0.08,0,45-64,female,Ontario,3,4
1082.21,0,0,0.0,0.0,0,65+,female,Prairies,3,4
506.49,1,1,0.138,0.08,0,65+,other,Prairies,3,3
913.14,1,0,0.0991,0.08,0,15-24,male,Ontario,4,5
724.76,1,0,0.1078,0.0786,1,45-64,female,Quebec,4,5
814.27,1,0,0.1495,0.08,0,45-64,male,Ontario,4,2
925.59,1,0,0.1659,0.08,0,45-64,female,Prairies,3,4
674.48,1,1,0.1048,0.08,0,65+,female,Ontario,5,4
1052.49,1,0,0.0129,0.0125,0,25-44,male,Quebec,2,4
683.26,0,0,0.0,0.0,0,45-64,female,BC,4,4
946.53,1,0,0.105,0.0797,0,65+,female,Ontario,5,5
488.16,1,0,0.0506,0.0516,0,25-44,male,Quebec,3,3
1023.11,1,1,0.0224,0.0256,0,25-44,female,Quebec,4,3
473.51,1,0,0.1616,0.08,0,65+,male,BC,5,3
613.71,1,0,0.1766,0.08,0,25-44,female,Ontario,4,5
938.94,1,0,0.0232,0.0196,0,15-24,female,BC,2,3
899.27,1,0,0.1337,0.0755,0,45-64,male,BC,5,2
418.4,1,0,0.0646,0.0653,1,45-64,male,Ontario,1,4
834.7,1,0,0.1026,0.0765,0,25-44,female,Atlantic,5,4
1045.36,1,0,0.1108,0.08,0,45-64,male,Quebec,4,4
1010.74,1,0,0.1182,0.0797,0,25-44,female,Ontario,1,4
921.25,1,1,0.146,0.0771,0,25-44,male,Ontario,5,4
665.05,1,0,0.0279,0.0262,1,15-24,male,Ontario,5,4
954.44,1,0,0.013,0.0129,0,45-64,female,Ontario,4,3
764.61,1,0,0.1077,0.08,0,15-24,female,Prairies,4,2
707.35,1,0,0.0977,0.08,1,45-64,male,Ontario,5,3
707.33,1,1,0.0054,0.0084,1,25-44,male,Prairies,4,4
1218.01,0,0,0.0,0.0,0,25-44,male,Prairies,1,3
845.88,1,0,0.0843,0.08,0,45-64,male,BC,5,3
590.56,1,1,0.0179,0.0207,0,45-64,male,Prairies,4,4
956.07,1,0,0.0529,0.057,0,65+,male,Quebec,4,4
738.47,1,0,0.0311,0.0267,0,45-64,female,BC,1,3
934.4,1,0,0.1143,0.08,1,25-44,male,Quebec,3,3
982.37,1,1,0.1046,0.08,1,25-44,female,Quebec,3,4
1145.38,1,0,0.0438,0.0399,1,15-24,female,Prairies,3,3
853.28,1,0,0.0153,0.0119,0,25-44,male,Prairies,3,3
677.97,0,0,0.0,0.0,0,15-24,female,Ontario,4,3
741.09,1,0,0.1402,0.08,0,45-64,male,Prairies,4,2
1316.56,0,0,0.0,0.0,1,65+,male,Ontario,3,4
831.15,1,0,0.1707,0.0774,0,45-64,female,Atlantic,5,3
969.83,0,0,0.0,0.0,0,45-64,female,Ontario,5,4
1001.8,0,0,0.0,0.0,0,25-44,female,Quebec,5,3
1107.31,1,0,0.0412,0.0362,0,45-64,female,Ontario,3,1
648.05,1,0,0.06,0.0633,0,65+,female,Quebec,3,5
514.85,0,0,0.0,0.0,1,25-44,female,Ontario,3,4
503.52,0,0,0.0,0.0,0,25-44,female,Prairies,3,4
784.11,1,0,0.0613,0.0609,0,15-24,male,Prairies,5,4
956.31,0,0,0.0,0.0,1,25-44,male,Ontario,3,3
667.4,1,0,0.1457,0.08,1,25-44,female,BC,3,5
1020.79,0,0,0.0,0.0,0,25-44,other,BC,2,4
477.71,0,0,0.0,0.0,0,45-64,male,Ontario,4,4
1150.86,1,0,0.0066,0.0108,1,65+,male,Ontario,2,3
914.83,1,0,0.132,0.08,0,45-64,male,Atlantic,1,4
801.64,1,0,0.1524,0.08,1,25-44,female,Prairies,3,4
959.52,0,0,0.0,0.0,1,25-44,male,Ontario,5,3
651.82,1,0,0.1306,0.0768,1,65+,female,Ontario,4,3
851.91,1,0,0.1754,0.08,0,65+,male,Quebec,1,3
571.36,1,0,0.0436,0.0402,0,45-64,male,Prairies,2,3
1220.53,0,0,0.0,0.0,0,15-24,male,Prairies,4,3
1066.28,1,0,0.0529,0.0485,1,25-44,male,Prairies,3,4
974.36,1,0,0.1664,0.08,0,25-44,male,Ontario,1,4
573.22,0,0,0.0,0.0,0,65+,female,Quebec,4,2
1424.33,1,0,0.0627,0.0616,0,45-64,female,BC,2,4
667.64,1,1,0.1633,0.076,1,65+,male,Ontario,1,3
972.93,1,0,0.1736,0.08,0,45-64,male,Ontario,4,2
970.65,1,0,0.1055,0.0798,1,25-44,female,Ontario,5,5
986.0,1,0,0.1408,0.0757,0,45-64,female,BC,2,4
820.2,0,0,0.0,0.0,0,25-44,female,Quebec,4,5
814.09,1,0,0.1112,0.0781,0,25-44,female,Prairies,4,5
1010.16,1,0,0.0992,0.08,0,65+,female,Ontario,1,4
744.42,1,0,0.0015,0.0037,1,45-64,female,Quebec,3,5
875.36,1,0,0.0725,0.0722,1,25-44,male,Ontario,3,4
697.06,0,0,0.0,0.0,1,25-44,female,Ontario,2,5
738.97,1,0,0.0118,0.0156,1,15-24,female,Ontario,4,4
753.37,1,0,0.1567,0.08,0,25-44,female,Prairies,2,3
457.37,1,0,0.1462,0.08,1,65+,male,Ontario,3,3
527.09,1,1,0.1186,0.0793,0,15-24,female,Ontario,4,5
850.81,1,1,0.1236,0.08,0,15-24,female,Ontario,3,4
986.78,0,0,0.0,0.0,0,25-44,male,Quebec,1,5
921.79,1,0,0.0729,0.0747,1,15-24,female,Ontario,3,5
896.26,1,0,0.0786,0.08,0,25-44,other,Atlantic,3,4
469.14,0,0,0.0,0.0,0,25-44,female,Ontario,4,3
828.73,1,0,0.1396,0.08,0,45-64,male,Prairies,4,3
921.14,1,0,0.0641,0.0672,1,25-44,female,BC,5,4
628.44,1,0,0.0117,0.0166,1,45-64,male,Prairies,4,4
809.65,1,0,0.0056,0.001,1,45-64,female,Prairies,3,4
854.8,1,1,0.113,0.08,0,45-64,male,Quebec,1,3
1180.4,1,0,0.0691,0.0711,0,25-44,male,Quebec,5,4
921.58,1,0,0.0593,0.0603,1,25-44,male,Ontario,5,3
516.54,1,0,0.0711,0.0684,0,15-24,female,Ontario,5,3
940.77,1,1,0.1002,0.0752,0,65+,female,Ontario,5,3
550.22,1,0,0.0431,0.0409,0,25-44,male,Quebec,5,4
1048.06,1,0,0.0914,0.08,0,65+,male,Quebec,4,2
1037.03,1,0,0.0045,0.0087,0,45-64,female,Ontario,2,4
578.88,1,0,0.0114,0.0128,0,15-24,female,BC,5,4
606.53,1,0,0.063,0.0674,0,25-44,male,Ontario,5,5
906.58,0,0,0.0,0.0,0,45-64,female,Ontario,4,5
812.77,1,0,0.0654,0.0703,1,15-24,female,Ontario,4,3
532.4,1,1,0.0745,0.0773,0,45-64,female,Ontario,3,2
761.02,0,0,0.0,0.0,0,15-24,female,Quebec,3,5
266.77,1,0,0.0556,0.0558,1,45-64,female,Ontario,2,2
787.06,1,0,0.0398,0.0429,0,25-44,female,Ontario,4,3
1148.49,1,0,0.0995,0.08,1,45-64,other,BC,4,4
812.02,0,0,0.0,0.0,0,25-44,female,Ontario,1,5
974.7,1,0,0.0108,0.0069,0,65+,female,Ontario,4,4
587.67,1,0,0.0203,0.0158,0,65+,male,Quebec,4,4
740.54,1,0,0.1571,0.0793,0,45-64,female,Ontario,4,3
679.82,1,0,0.0834,0.08,0,15-24,male,Atlantic,3,4
977.22,1,1,0.0841,0.0754,0,45-64,male,Quebec,2,3
765.89,1,0,0.1527,0.0777,1,45-64,female,Prairies,2,3
1007.02,0,0,0.0,0.0,0,65+,male,Ontario,5,4
850.53,1,0,0.0885,0.08,0,15-24,female,Ontario,4,5
686.93,1,0,0.1136,0.0798,0,25-44,male,BC,4,4
895.21,1,1,0.064,0.0633,0,45-64,female,Ontario,3,5
626.49,0,0,0.0,0.0,0,45-64,male,Ontario,4,5
926.42,0,0,0.0,0.0,0,45-64,female,Quebec,4,3
599.35,1,0,0.0664,0.0635,0,65+,female,BC,5,4
826.28,1,1,0.0204,0.0162,1,25-44,male,Ontario,5,5
816.54,0,0,0.0,0.0,0,65+,male,Ontario,5,3
722.43,1,0,0.0027,0.0026,0,25-44,male,Prairies,2,4
576.0,1,0,0.1328,0.0766,0,15-24,female,Ontario,5,5
847.52,1,0,0.0056,0.005,0,15-24,male,Ontario,1,2
836.38,0,0,0.0,0.0,0,65+,female,Prairies,3,4
1142.51,0,0,0.0,0.0,1,25-44,female,Quebec,3,4
967.25,1,0,0.1335,0.08,1,65+,male,Quebec,5,5
893.87,1,1,0.1045,0.08,0,45-64,female,Quebec,5,3
815.23,1,0,0.0224,0.0225,0,25-44,male,BC,4,5
684.27,1,1,0.0277,0.0251,0,45-64,male,Prairies,4,4
521.23,1,0,0.0925,0.0757,1,25-44,male,BC,2,1
438.61,0,0,0.0,0.0,0,45-64,male,Ontario,3,4
998.83,1,1,0.0394,0.0434,0,45-64,female,Prairies,3,4
701.62,1,0,0.013,0.01,0,25-44,male,Prairies,3,5
937.27,1,0,0.0686,0.0714,0,25-44,female,Quebec,3,4
979.14,1,0,0.0587,0.0548,0,15-24,male,Prairies,5,3
1220.9,1,0,0.1098,0.08,0,65+,female,Prairies,4,5
665.11,0,0,0.0,0.0,0,45-64,female,Prairies,1,4
992.66,1,0,0.0346,0.0303,0,25-44,male,Atlantic,3,3
817.87,1,0,0.1763,0.08,0,25-44,male,Ontario,2,3
524.77,0,0,0.0,0.0,0,45-64,male,Prairies,4,3
687.73,1,1,0.1582,0.08,0,25-44,female,Quebec,4,4
474.75,0,0,0.0,0.0,0,45-64,male,Ontario,4,5
621.8,1,0,0.1267,0.0782,0,15-24,male,Quebec,2,5
998.61,1,1,0.1097,0.077,0,25-44,male,Atlantic,1,4
915.72,0,0,0.0,0.0,0,25-44,male,Quebec,3,4
1093.62,1,0,0.0506,0.0498,0,25-44,male,Ontario,4,4
627.77,1,0,0.0035,0.0081,0,25-44,male,Ontario,3,5
764.68,1,0,0.1769,0.0765,0,25-44,male,Quebec,3,3
829.5,1,1,0.1242,0.08,0,65+,female,Prairies,3,5
1218.05,1,0,0.0688,0.0689,0,25-44,female,Ontario,5,3
630.88,1,0,0.0216,0.0212,0,15-24,male,Quebec,4,4
867.97,0,0,0.0,0.0,1,45-64,male,Ontario,4,3
1074.75,1,0,0.0174,0.0211,0,25-44,female,Quebec,1,5
294.57,0,0,0.0,0.0,0,65+,female,Atlantic,4,4
529.22,1,0,0.068,0.0661,0,15-24,female,BC,4,4
610.33,0,0,0.0,0.0,0,45-64,female,Atlantic,2,3
711.31,0,0,0.0,0.0,0,25-44,male,Quebec,4,5
626.41,1,0,0.0217,0.0217,1,65+,male,Quebec,4,4
931.86,1,0,0.127,0.0754,0,45-64,male,BC,5,3
803.58,1,0,0.1038,0.08,1,15-24,female,Quebec,5,4
1087.36,0,0,0.0,0.0,0,25-44,male,Ontario,3,4
637.59,1,0,0.1002,0.0756,0,25-44,male,Prairies,4,4
854.71,0,0,0.0,0.0,0,25-44,other,Ontario,2,3
511.59,1,0,0.0871,0.08,0,25-44,female,Quebec,4,4
555.91,1,1,0.0943,0.08,1,25-44,female,Quebec,4,2
904.41,1,1,0.1311,0.08,0,15-24,male,Prairies,2,4
582.88,0,0,0.0,0.0,0,45-64,male,Quebec,4,4
714.7,1,0,0.1006,0.0795,1,65+,male,Ontario,3,3
733.29,1,0,0.1664,0.08,1,45-64,male,Quebec,5,4
823.69,1,0,0.0222,0.0229,1,25-44,male,Quebec,4,5
780.5,1,0,0.0365,0.0386,0,65+,male,Prairies,4,4
